gene,fst,log2fold
Mcavernosa14797,0.035714286,-0.128027506
Mcavernosa14811,0.060034141,0.037831194
Mcavernosa14816,0.035729988,0.086941555
Mcavernosa14818,0.028620085,-0.199810114
Mcavernosa14819,0,-0.036872226
Mcavernosa14828,0.036585366,-0.718087996
Mcavernosa14829,0.024390244,-2.687617225
Mcavernosa14830,0,1.142238924
Mcavernosa13838,0.249943822,1.557267873
Mcavernosa14834,0,-0.367623197
Mcavernosa14835,0.035591027,0.116557247
Mcavernosa14852,0.046511628,0.244091623
Mcavernosa14881,0.041103445,-1.075621815
Mcavernosa14883,0.045454545,-0.807384686
Mcavernosa25222,0.250800656,-0.153658083
Mcavernosa14914,0.103379649,0.195414583
Mcavernosa14916,0.11760988,-0.23119586
Mcavernosa20976,0.251011757,-1.197846981
Mcavernosa14921,0,-0.220921248
Mcavernosa01803,0.250848289,1.009033082
Mcavernosa14926,0.12797813,-0.060054025
Mcavernosa14933,0.034499201,-0.28495956
Mcavernosa14961,0,1.224553161
Mcavernosa14983,0,0.41546189
Mcavernosa15005,0,-0.383362393
Mcavernosa15092,0.136568969,0.081207614
Mcavernosa15101,0,0.153751011
Mcavernosa15121,0.023494484,-0.33925989
Mcavernosa15122,0.037735849,0.182900577
Mcavernosa24577,0.250965324,0.698210548
Mcavernosa15137,0.003531666,0.268504054
Mcavernosa15139,0,1.109727555
Mcavernosa25232,0.251197585,1.018003886
Mcavernosa15187,0,-0.343819852
Mcavernosa15190,0.040540541,-0.46079456
Mcavernosa15205,0.038461538,-0.237083291
Mcavernosa15212,0.102697168,-0.123337813
Mcavernosa15225,0.093995022,-0.285736962
Mcavernosa28571,0.251450552,1.293831635
Mcavernosa15248,0,0.211252155
Mcavernosa15258,0,-0.343965945
Mcavernosa15262,0.098623493,-0.532330808
Mcavernosa15267,0,0.284394618
Mcavernosa15277,0.038748137,0.318157812
Mcavernosa15288,0.04,0.580248037
Mcavernosa15289,0.041187926,0.677528876
Mcavernosa13632,0.252875661,1.871268918
Mcavernosa15301,0,-0.24711728
Mcavernosa15309,0.041666667,0.816591276
Mcavernosa15317,0,0.578311643
Mcavernosa15320,0.034662045,0.302577332
Mcavernosa15332,0.034396883,-0.103745055
Mcavernosa15350,0.09715411,-0.295249408
Mcavernosa15354,0.044025157,-0.111923415
Mcavernosa15356,0.044444444,0.008153666
Mcavernosa15370,0.036363636,0.169010202
Mcavernosa15382,0,0.488320486
Mcavernosa00923,0.253183897,1.603912064
Mcavernosa15387,0.043541364,-0.215861939
Mcavernosa15390,0.04,-0.212093972
Mcavernosa15391,0,-0.145482721
Mcavernosa15394,0.035029449,-0.309411573
Mcavernosa15417,4.90E-06,-0.580635146
Mcavernosa15422,0.038334619,-0.159017493
Mcavernosa15423,0.114547563,-0.101225207
Mcavernosa15430,0.062078243,-1.757679171
Mcavernosa15439,0.037037037,-0.020007912
Mcavernosa15442,0.046511628,0.4777965
Mcavernosa15443,0,0.074139619
Mcavernosa15451,0.113690651,0.526218244
Mcavernosa15463,0,-1.50325772
Mcavernosa15655,0.251932644,-1.625519806
Mcavernosa15488,0,-0.212888058
Mcavernosa17940,0.252563994,-0.383879069
Mcavernosa24999,0.253840238,2.77190035
Mcavernosa15496,0.025641026,0.424297665
Mcavernosa15508,0.034482759,0.272391162
Mcavernosa15510,0.035367825,-0.162794472
Mcavernosa15521,0,0.360865637
Mcavernosa15522,0.034055728,-0.637708071
Mcavernosa15523,0.042239243,-0.610026102
Mcavernosa21307,0.252925553,-1.508237338
Mcavernosa09904,0.253512968,-0.943336368
Mcavernosa15557,0.039215686,0.412931111
Mcavernosa29682,0.254692808,2.77190035
Mcavernosa01663,0.2555216,-2.446816924
Mcavernosa15587,0,0.500829093
Mcavernosa15589,0.047764616,-0.153827918
Mcavernosa15597,0.078306102,-0.146807499
Mcavernosa15601,0,0.63681491
Mcavernosa15619,0,0.103587371
Mcavernosa15620,0,-0.010671233
Mcavernosa15621,0.027777778,0.354462978
Mcavernosa01249,0.254781416,0.180865638
Mcavernosa15644,0.035028978,0.099611705
Mcavernosa32339,0.255262107,1.255174865
Mcavernosa15703,0.037735849,-0.663194476
Mcavernosa15715,0.083304352,-0.557179032
Mcavernosa15722,0.034090909,0.922310106
Mcavernosa15738,0.047142857,-0.758940778
Mcavernosa15740,0,-0.622465841
Mcavernosa15741,0,0.094430971
Mcavernosa15746,0.031460187,-0.102408309
Mcavernosa15755,0,0.683679938
Mcavernosa15772,0.037131882,-0.426747608
Mcavernosa15783,0.037735849,-0.023940876
Mcavernosa15795,0.033898305,-0.379908932
Mcavernosa15803,0.039215686,-0.254976967
Mcavernosa15807,0,0.159109334
Mcavernosa00588,0.25756502,-0.329980561
Mcavernosa15812,0.035088427,-0.056407815
Mcavernosa15815,0.043048694,0.20425674
Mcavernosa15817,0.038796902,0.491497835
Mcavernosa15832,0.034592626,-0.152803946
Mcavernosa15835,0,0.294126897
Mcavernosa15837,0.09995404,0.235531491
Mcavernosa15849,0.027777778,0.464504154
Mcavernosa15851,0.041666667,0.2415822
Mcavernosa15856,0,0.504167911
Mcavernosa15867,0.035537034,-0.271545731
Mcavernosa15879,0,-0.27666987
Mcavernosa15895,0,-0.49770938
Mcavernosa15896,0.052631579,-0.180120417
Mcavernosa15902,0.032608696,-0.053420615
Mcavernosa15912,0,-0.115050814
Mcavernosa15918,0.037878788,0.750090381
Mcavernosa15925,0.039014589,-0.106315527
Mcavernosa15926,0,0.311825972
Mcavernosa15928,0,-0.347602708
Mcavernosa15929,0,-0.232985362
Mcavernosa15934,0.051611157,-0.149307447
Mcavernosa15940,0,-0.560057575
Mcavernosa15941,0.041666667,0.186838236
Mcavernosa16025,0.25571236,1.282328563
Mcavernosa15943,0.039215686,-0.159450457
Mcavernosa16763,0.255821992,0.512759157
Mcavernosa15964,0.0375,0.410095046
Mcavernosa15973,0.039473684,0.575677086
Mcavernosa15979,0.040609137,0.839904248
Mcavernosa15986,0.035763601,1.410004762
Mcavernosa15988,0,-0.336480585
Mcavernosa15992,0.035598706,0.787105181
Mcavernosa15994,0.04107425,-0.631557487
Mcavernosa15995,0.136062904,-0.44917247
Mcavernosa16008,0.038443316,-0.238800501
Mcavernosa16010,0.093724378,-0.026660249
Mcavernosa16011,0,0.042219101
Mcavernosa16014,0.035578145,0.993020632
Mcavernosa16022,0.038020813,-0.108427331
Mcavernosa16024,0.042553191,-0.530756954
Mcavernosa09547,0.257235188,2.951760949
Mcavernosa16028,0.039329268,-0.122807791
Mcavernosa16037,0.035842294,-0.114752482
Mcavernosa16054,0.04375,0.49530415
Mcavernosa16066,0.103719739,0.61561012
Mcavernosa16081,0,-0.600374128
Mcavernosa16087,0,0.216435658
Mcavernosa16094,0,-0.540149594
Mcavernosa16115,0.052066101,0.225735887
Mcavernosa16117,0.101152799,-0.039030841
Mcavernosa16121,0,-0.345687455
Mcavernosa16152,0.052238806,-0.266530957
Mcavernosa16153,0.040136054,-0.37180206
Mcavernosa16160,0,-0.670733393
Mcavernosa16177,0.042874565,-0.263970944
Mcavernosa16181,0.034995626,-0.055290777
Mcavernosa08217,0.257643152,-0.563102319
Mcavernosa16207,0.043478261,0.271641415
Mcavernosa16210,0.043956319,-1.178075487
Mcavernosa16224,0.043478261,0.658556054
Mcavernosa31380,0.257645087,1.347853956
Mcavernosa16257,0.036144578,0.263141337
Mcavernosa16262,0,-0.295006412
Mcavernosa16272,0.094713581,-0.00395351
Mcavernosa16299,0.10066539,-0.038892511
Mcavernosa16301,0.038434885,0.184658879
Mcavernosa16307,0,0.037030199
Mcavernosa16310,0.03960396,-0.099078235
Mcavernosa16314,0.034482759,-0.459438603
Mcavernosa16315,0.046329629,0.344316505
Mcavernosa16317,0,-0.191632488
Mcavernosa16321,0,0.006391035
Mcavernosa16337,0,-0.308423136
Mcavernosa16348,0,-0.13762346
Mcavernosa16355,0.038461538,-0.137305072
Mcavernosa16363,0.043478261,0.857014398
Mcavernosa16381,0.036888492,0.553787944
Mcavernosa16400,0.041284404,-0.011932674
Mcavernosa16405,0.13947827,-0.389349671
Mcavernosa16412,0,0.051179294
Mcavernosa16413,0.038399811,0.084950555
Mcavernosa22302,0.258051183,-0.753900163
Mcavernosa16418,0.051041047,-0.042454758
Mcavernosa16421,0.038878348,0.202651975
Mcavernosa16424,0,0.154615765
Mcavernosa16425,0.043478261,-0.141718726
Mcavernosa16430,0.041269477,0.289159468
Mcavernosa02545,0.258129208,-1.550941954
Mcavernosa16448,0.04,0.852555724
Mcavernosa16450,0,-0.009381503
Mcavernosa16475,0,-0.115473565
Mcavernosa16477,0,-0.622391749
Mcavernosa16481,0.051754908,0.971900473
Mcavernosa16483,0.046962356,-0.039364908
Mcavernosa16498,0.012798081,0.493944444
Mcavernosa16504,0.0331076,-0.034256147
Mcavernosa16506,0.035108959,0.797754615
Mcavernosa16515,0.129103326,-1.209172342
Mcavernosa16518,0.035294118,-0.526155067
Mcavernosa16524,0.035707054,-0.288587298
Mcavernosa16526,0.043478261,-0.1972728
Mcavernosa16529,0.040322581,-0.01543447
Mcavernosa16539,0.044065505,-0.64681588
Mcavernosa16542,0.005647001,0.031214389
Mcavernosa16549,0.131694656,0.683838022
Mcavernosa16550,0.045454545,-0.109627558
Mcavernosa03982,0.259365111,-0.273948527
Mcavernosa18134,0.261903275,2.182324478
Mcavernosa06835,0.262082084,1.497511402
Mcavernosa16648,0.039728781,0.043649143
Mcavernosa16650,0.037735849,0.732750747
Mcavernosa13915,0.262364399,0.291819834
Mcavernosa16656,0.005112487,-0.184528102
Mcavernosa16657,0.04494382,-0.218025556
Mcavernosa16659,0.034482759,0.425332421
Mcavernosa16672,0,-0.074571761
Mcavernosa16673,0.034254144,-0.155682111
Mcavernosa16675,0.047655706,-0.019157217
Mcavernosa16679,0.105197152,0.471425748
Mcavernosa08395,0.262762974,2.025135444
Mcavernosa05533,0.264145326,0.951515647
Mcavernosa16710,0.039049299,-0.494228898
Mcavernosa16711,0.016585995,-0.253858562
Mcavernosa16716,0.101908712,1.024852221
Mcavernosa16731,0,-0.710676238
Mcavernosa16740,0.037220215,0.19180697
Mcavernosa28468,0.260998681,0.080094971
Mcavernosa16776,0,-0.671716725
Mcavernosa16781,0.033898305,0.003709082
Mcavernosa16782,0,0.144831949
Mcavernosa16785,0,0.291732556
Mcavernosa16788,0.039755352,-0.294074569
Mcavernosa16797,0.039250898,-0.225032705
Mcavernosa16802,0,0.444276465
Mcavernosa16803,0,0.92163623
Mcavernosa16805,0.10158709,-0.041938017
Mcavernosa16808,0.097146441,-0.666046722
Mcavernosa16816,0,-0.603474346
Mcavernosa16820,0.034444043,0.30870114
Mcavernosa16835,0.041791045,-0.234426538
Mcavernosa16837,0.034482759,0.380172153
Mcavernosa16839,0.035294118,-0.194754893
Mcavernosa16845,0.038606403,0.57788048
Mcavernosa16851,0.032786885,0.323458283
Mcavernosa16855,0,-0.428524368
Mcavernosa06199,0.26432022,-2.119493068
Mcavernosa16861,0.036091075,0.370851816
Mcavernosa05197,0.265886211,-1.908866748
Mcavernosa25711,0.267191697,0.851469563
Mcavernosa16873,0.034907816,-0.040887606
Mcavernosa16882,0,0.624201746
Mcavernosa16888,0,-0.638253465
Mcavernosa16891,0.094012402,0.044865628
Mcavernosa16894,0.037199504,-0.097464097
Mcavernosa16895,0.038461538,-0.016419153
Mcavernosa16897,0.032208251,0.07841802
Mcavernosa16909,0.05,0.37560509
Mcavernosa16910,0.035948532,0.735686439
Mcavernosa16914,0.033783784,0.193943265
Mcavernosa16915,0.044585987,-0.050947418
Mcavernosa16927,0,-0.14042885
Mcavernosa16932,0.032258065,-0.111547473
Mcavernosa16936,0.040816327,-0.050710178
Mcavernosa16939,0.09503852,0.570256084
Mcavernosa16940,0.049723757,0.918788025
Mcavernosa16942,0.097627091,0.439040934
Mcavernosa29694,0.267736497,1.45496155
Mcavernosa01542,0.268609725,0.620785863
Mcavernosa16947,0,-0.226606857
Mcavernosa16967,0.085623309,-0.414398135
Mcavernosa16968,0.035604287,-0.022068422
Mcavernosa16973,0.124134412,-0.62110327
Mcavernosa16979,0.034802784,1.189294194
Mcavernosa16982,0.045454545,0.841898768
Mcavernosa16987,0.04,-0.539824739
Mcavernosa16994,0,-0.161328239
Mcavernosa03003,0.265907433,-0.877297664
Mcavernosa17001,0.048184214,-0.624158998
Mcavernosa08232,0.268776578,-0.044007338
Mcavernosa17010,0.035714286,0.370682534
Mcavernosa17011,0.041373604,-0.433892897
Mcavernosa17016,0.00712416,-0.213141357
Mcavernosa17019,0.092375783,-0.523937208
Mcavernosa17030,0.04467354,-0.062323059
Mcavernosa17041,0.035964924,0.480320936
Mcavernosa17043,0.038461538,0.347503404
Mcavernosa17044,0.035024697,0.137092798
Mcavernosa17048,0.041860465,0.084806758
Mcavernosa17052,0.115655527,0.00951515
Mcavernosa22036,0.268782643,-1.910325776
Mcavernosa17459,0.269317036,-0.646904934
Mcavernosa17067,0.037380723,0.027535163
Mcavernosa17089,0.034482759,0.308969798
Mcavernosa17109,0.036093504,0.298763737
Mcavernosa17110,0,0.155161706
Mcavernosa17111,0.04040404,-0.611459495
Mcavernosa17125,0,-0.004523546
Mcavernosa17129,0.034842838,0.562597046
Mcavernosa17131,0.144215287,0.478725939
Mcavernosa17132,0,0.636965111
Mcavernosa17140,0.038647343,0.013105194
Mcavernosa17154,0,1.415438828
Mcavernosa17162,0.075626272,0.743400801
Mcavernosa17168,0.059322034,-0.833626221
Mcavernosa17171,0.042253521,-0.229504631
Mcavernosa17181,0,-0.083952372
Mcavernosa17183,0.043478261,-0.171526028
Mcavernosa17184,0.040268456,-0.54778795
Mcavernosa17185,0.060697115,0.390107256
Mcavernosa17195,0.039117769,1.803547795
Mcavernosa17204,0,0.584344537
Mcavernosa17210,0.039215686,-0.648575952
Mcavernosa17213,0,-0.436885944
Mcavernosa17230,0.054263566,0.406108669
Mcavernosa17236,0.076902479,-0.015316546
Mcavernosa17252,0.04,-0.088370519
Mcavernosa17254,0,-0.346714015
Mcavernosa17260,0.027777778,-0.332150882
Mcavernosa17264,0.007929715,-0.012928024
Mcavernosa17274,0.042553191,0.017074661
Mcavernosa17276,0.04,0.157821517
Mcavernosa17289,0,-1.164542204
Mcavernosa17290,0.040540541,-1.974585673
Mcavernosa17291,0,-1.623879611
Mcavernosa17305,0.040816327,-0.253042658
Mcavernosa17308,0.086252779,0.080172123
Mcavernosa02771,0.269541272,-2.470525305
Mcavernosa17315,0.145245323,0.503079781
Mcavernosa17323,0,-0.252848838
Mcavernosa17328,0.039473684,0.016584907
Mcavernosa17336,0.117508129,0.521454353
Mcavernosa17340,0.035536555,-0.289368132
Mcavernosa17346,0.035740189,0.227367012
Mcavernosa17349,0,0.149448236
Mcavernosa17353,0.043478261,0.321635258
Mcavernosa17355,0.034956887,0.089673832
Mcavernosa17365,0,-0.25647834
Mcavernosa17367,0.049790356,1.097365949
Mcavernosa17376,0.044444444,0.053860449
Mcavernosa17383,0,0.395977567
Mcavernosa17402,0.037383178,-0.396173189
Mcavernosa17414,0.063226048,0.225801755
Mcavernosa17420,0.094858294,0.166387353
Mcavernosa17441,0.033310709,0.782070377
Mcavernosa17448,0.067387397,0.403529747
Mcavernosa21368,0.269635785,2.091481627
Mcavernosa05912,0.27076622,2.851307891
Mcavernosa17462,0.03633218,1.322874509
Mcavernosa17497,0.044,0.268056388
Mcavernosa17501,0,0.333572191
Mcavernosa17505,0.121787109,-0.351177477
Mcavernosa04833,0.269983913,-0.198795104
Mcavernosa16434,0.27155586,0.037576437
Mcavernosa17516,0,0.075535042
Mcavernosa17529,0,-0.279707799
Mcavernosa17548,0.043478261,0.629239902
Mcavernosa12425,0.271702921,2.117873368
Mcavernosa17558,0.028571429,0.119295346
Mcavernosa17559,0.041666667,0.17803135
Mcavernosa01259,0.271602419,-2.395506065
Mcavernosa17574,0.032905892,0.86341929
Mcavernosa17577,0.102165687,0.497989614
Mcavernosa17589,0.033898305,-0.10212048
Mcavernosa17591,0,0.279351731
Mcavernosa17594,0.036093018,0.291929418
Mcavernosa17598,0.027777778,-0.191205363
Mcavernosa17600,0.055482559,0.484019381
Mcavernosa17602,0.04519774,-0.244978689
Mcavernosa17632,0.092553852,0.372080732
Mcavernosa17634,0.033333333,-0.135369651
Mcavernosa17636,0.032207374,-0.562704375
Mcavernosa17652,0.129269735,0.129618763
Mcavernosa14428,0.272570576,2.94618117
Mcavernosa21710,0.27350888,2.540110258
Mcavernosa17660,0,-0.033010593
Mcavernosa17669,0.043844674,0.442047293
Mcavernosa17672,0.040069686,0.324878629
Mcavernosa16860,0.273996393,0.181100979
Mcavernosa15492,0.276254045,1.576302322
Mcavernosa17687,0.040650407,-0.018693489
Mcavernosa17690,0.0453149,0.136558694
Mcavernosa17696,0,0.142263798
Mcavernosa17698,0,0.429414819
Mcavernosa17707,0.051383399,-1.063938836
Mcavernosa17717,0,0.013218869
Mcavernosa17737,0.037037037,-0.780117507
Mcavernosa17749,0.047980734,-0.256455137
Mcavernosa17063,0.274240341,-1.891714074
Mcavernosa17819,0.035714286,0.328719143
Mcavernosa17837,0.04,-0.88902224
Mcavernosa17846,0,-0.262300005
Mcavernosa17868,0.043478261,-0.425463084
Mcavernosa17887,0.031653525,-0.404784481
Mcavernosa17893,0.038095238,0.130081176
Mcavernosa17894,0.038095238,0.118622893
Mcavernosa02995,0.274571144,-2.18356892
Mcavernosa17914,0.032901558,0.270710601
Mcavernosa17916,0.035401196,0.376355276
Mcavernosa17935,0.038834951,0.238354295
Mcavernosa17939,0.026315789,-0.224198956
Mcavernosa34649,0.275787788,-0.047103
Mcavernosa17943,0.035108699,-0.295081146
Mcavernosa17951,0.033517582,0.550871579
Mcavernosa17952,0.03968254,-0.096307199
Mcavernosa14784,0.278812615,0.689875956
Mcavernosa17958,0.040097617,-0.059850879
Mcavernosa17961,0,-0.224290228
Mcavernosa17970,0.042253521,-0.578429048
Mcavernosa17971,0.031091342,-0.449732667
Mcavernosa14417,0.28050172,1.105411314
Mcavernosa17998,0.044837246,-0.070311265
Mcavernosa18001,0.040983607,-0.49655801
Mcavernosa18002,0,0.314592775
Mcavernosa18003,0.039576266,-0.537513368
Mcavernosa18008,0,0.340743373
Mcavernosa18031,0.002189579,-0.287086313
Mcavernosa18036,0.081176261,-0.011049423
Mcavernosa18110,0.080952381,0.729049929
Mcavernosa18132,0.036367537,-0.217437574
Mcavernosa15490,0.276254045,-0.747108145
Mcavernosa18139,0.031954361,-3.919854393
Mcavernosa18140,0,-0.09532759
Mcavernosa06769,0.279592859,-0.687137256
Mcavernosa05887,0.28138054,1.285369484
Mcavernosa18163,0,-0.014672667
Mcavernosa18165,0,0.283709727
Mcavernosa18170,0,-0.196229842
Mcavernosa18171,0.038961039,0.955409258
Mcavernosa18178,0.038461538,-0.003229222
Mcavernosa18188,0.03576007,-0.589012603
Mcavernosa11917,0.280459395,-1.118440643
Mcavernosa18207,0.035660848,0.218676794
Mcavernosa02691,0.281819085,2.668592436
Mcavernosa18212,0.04,0.492865856
Mcavernosa18216,0.101387539,-0.038772487
Mcavernosa18226,0.035067348,-1.159281902
Mcavernosa00446,0.282170027,0.211725835
Mcavernosa18261,0,0.378553076
Mcavernosa15810,0.287270497,0.119496114
Mcavernosa18269,0.043478261,-0.416767541
Mcavernosa18273,0.036230015,-0.442690844
Mcavernosa18278,0.125081756,1.167585524
Mcavernosa18282,0.037649979,0.401713625
Mcavernosa18283,0.044642857,0.441736497
Mcavernosa18296,0.038961039,0.593754294
Mcavernosa18301,0,-0.262319074
Mcavernosa18304,0.036144578,-0.072324644
Mcavernosa10103,0.28060471,-1.155909806
Mcavernosa18311,0.066666667,0.417393426
Mcavernosa10656,0.282431985,-0.739152936
Mcavernosa18326,0.036818714,0.099306627
Mcavernosa18330,0.047619048,-0.062706212
Mcavernosa18333,0,-0.159558231
Mcavernosa18336,0.012174293,0.465559091
Mcavernosa18353,0.038710689,-0.007719373
Mcavernosa18359,0.035109785,0.230875874
Mcavernosa18360,0.071356446,-0.094885206
Mcavernosa18364,0,0.277937642
Mcavernosa18374,0,0.490968591
Mcavernosa18382,0.046479836,-0.306168526
Mcavernosa18385,0.049222829,0.650782174
Mcavernosa18416,0,-0.350782939
Mcavernosa18423,0.114275505,-1.370661794
Mcavernosa18428,0.03678328,-0.071603174
Mcavernosa18433,0.033898305,0.384235128
Mcavernosa18454,0,0.156646343
Mcavernosa18464,0,1.026061104
Mcavernosa18469,0.041666667,-0.029609181
Mcavernosa02026,0.2824567,-2.658489041
Mcavernosa03971,0.282686312,-0.46009467
Mcavernosa18508,0.093890914,-0.266978457
Mcavernosa18513,0.035087719,-0.212804799
Mcavernosa18515,0,0.216145602
Mcavernosa18517,0,0.223494472
Mcavernosa18526,0,0.143186592
Mcavernosa30515,0.283930353,-0.084213088
Mcavernosa18534,0.050420168,-1.539901598
Mcavernosa18537,0.042847726,0.327998994
Mcavernosa18542,0.05672525,-0.083687995
Mcavernosa18563,0.039215686,-0.001448198
Mcavernosa18568,0.020221852,-0.124200225
Mcavernosa18569,0.041666667,-0.396219426
Mcavernosa18574,0.0375,-0.297601427
Mcavernosa18576,0.060540033,0.383110582
Mcavernosa18580,0,0.315696784
Mcavernosa18585,0.034594696,0.456737083
Mcavernosa18590,0.030087122,0.505130447
Mcavernosa18592,0.036764706,-0.267533231
Mcavernosa18606,0.104023941,-1.201808462
Mcavernosa18608,0,-0.166874763
Mcavernosa18613,0.051724138,-0.105403186
Mcavernosa18635,0.141625616,0.650165296
Mcavernosa18646,0.04040404,0.236600269
Mcavernosa18686,0,0.256892752
Mcavernosa18695,0.039548023,0.420441716
Mcavernosa18701,0,-0.454004031
Mcavernosa18704,0.025,0.030985244
Mcavernosa18705,0,2.363739788
Mcavernosa18707,0.012640492,-0.201861759
Mcavernosa18715,0,-0.398944988
Mcavernosa18717,0.033690658,-0.512474841
Mcavernosa18718,0.075758815,0.42261783
Mcavernosa18721,0.127503114,-0.431624567
Mcavernosa18727,0.055299696,0.178338337
Mcavernosa18732,0.038366614,-0.129388202
Mcavernosa18733,0.056603774,0.864626503
Mcavernosa18739,0,0.658659128
Mcavernosa03975,0.284295614,-0.386519118
Mcavernosa18751,0.124354829,0.111237737
Mcavernosa29762,0.285861961,-0.927892763
Mcavernosa18756,0.026315789,0.422520789
Mcavernosa18771,0.042553191,-1.415114758
Mcavernosa18772,0.044247788,-0.878014973
Mcavernosa18773,0,-0.080478815
Mcavernosa18801,0.131431587,-0.149932929
Mcavernosa18805,0.034008864,-0.346888744
Mcavernosa18808,0,1.331994818
Mcavernosa18812,0,0.470176118
Mcavernosa18840,0.0378047,0.572156549
Mcavernosa18845,0.043478261,-0.674127951
Mcavernosa18854,0.044444444,-1.094063444
Mcavernosa18856,0.040536906,-0.459587646
Mcavernosa18859,0.043478261,0.376161152
Mcavernosa18860,0.038461538,-0.185593019
Mcavernosa18861,0.0375,-0.259874007
Mcavernosa18876,0.036697248,0.015291894
Mcavernosa18877,0.042253521,0.463458263
Mcavernosa18878,0.025641026,-0.337455098
Mcavernosa18879,0.052650936,-0.060046996
Mcavernosa18893,0,0.50649764
Mcavernosa18894,0.045454545,-0.323611295
Mcavernosa18904,0.038461538,-1.073754014
Mcavernosa18910,0.012961097,-0.243135996
Mcavernosa18946,0,-0.725125644
Mcavernosa18947,0.132159478,0.647222764
Mcavernosa26520,0.286327413,-1.711438712
Mcavernosa18961,0.038529404,0.843769266
Mcavernosa18976,0.036697248,-0.065831589
Mcavernosa18978,0.042253521,0.390712335
Mcavernosa18988,0.095392685,-0.172624878
Mcavernosa19007,0.028670428,-0.004911194
Mcavernosa19011,0.028571429,-0.165156489
Mcavernosa19014,0.01103253,-0.992773516
Mcavernosa19015,0.030778894,-0.355729364
Mcavernosa19020,0,-0.66982403
Mcavernosa19028,0.035628847,-0.496208268
Mcavernosa19030,0,-2.299217988
Mcavernosa19038,0,0.756842681
Mcavernosa24822,0.287490633,0.764847617
Mcavernosa19055,0,-0.911671215
Mcavernosa19121,0.035600183,-0.706427285
Mcavernosa19126,0.033331377,-1.983003532
Mcavernosa19136,0.079566472,0.973017979
Mcavernosa19138,0.033981365,0.338092823
Mcavernosa19152,0.037735849,-1.289677525
Mcavernosa11263,0.288405052,1.512554648
Mcavernosa19163,0.041176471,0.113966812
Mcavernosa19165,0,0.139419824
Mcavernosa19170,0.041666667,-0.580048721
Mcavernosa19201,0.106039283,-0.784327258
Mcavernosa19235,0.047109208,0.478845806
Mcavernosa19237,0.045454545,0.346283279
Mcavernosa19241,0.041666667,-0.028463617
Mcavernosa19249,0,0.190448797
Mcavernosa19288,0.053196012,-0.340321975
Mcavernosa19294,0,0.423338058
Mcavernosa19300,0.035655642,2.488917199
Mcavernosa19302,0.102548243,-0.002381841
Mcavernosa19304,0.029850746,0.204511164
Mcavernosa19309,0,-1.10810327
Mcavernosa19312,0.043478261,0.832695055
Mcavernosa19336,0.107242182,-0.176705143
Mcavernosa19829,0.288184237,-0.956029214
Mcavernosa19348,0.03125,0.066881816
Mcavernosa19354,0.032608696,0.702905127
Mcavernosa19358,0.058823529,-0.176075958
Mcavernosa23560,0.288206052,-0.12160119
Mcavernosa19363,0,-0.495415178
Mcavernosa19366,0,0.536422085
Mcavernosa19373,0.041666667,-0.310228871
Mcavernosa19380,0.037408759,-0.092705631
Mcavernosa12607,0.288268719,-2.906312559
Mcavernosa19388,0.04,-1.410628246
Mcavernosa19392,0.041272826,-0.194836971
Mcavernosa19412,0.035714286,1.656944635
Mcavernosa19413,0.045454545,1.582259381
Mcavernosa19417,0,0.498547692
Mcavernosa19434,0.106392307,0.712490405
Mcavernosa19435,0.040461686,-0.607728204
Mcavernosa19437,0.043478261,1.783754876
Mcavernosa19450,0.039274924,0.205200151
Mcavernosa19455,0.106418293,-0.884659224
Mcavernosa19458,0,0.370769347
Mcavernosa19462,0,0.241364314
Mcavernosa19470,0.035587189,0.484802651
Mcavernosa19486,0.036497417,-0.080201012
Mcavernosa19487,0.032258065,-0.161803047
Mcavernosa19498,0,-1.130312031
Mcavernosa19503,0.043478261,0.458745519
Mcavernosa19514,0,-0.426556644
Mcavernosa19517,0.037037037,0.368970624
Mcavernosa19518,0,0.126048323
Mcavernosa19527,0.106982894,-0.440045319
Mcavernosa19534,0,-0.418196582
Mcavernosa19542,0.039370079,-0.404946475
Mcavernosa19569,0.053333333,-0.514260269
Mcavernosa19575,0,-0.154964801
Mcavernosa19578,0.038461538,-0.112552876
Mcavernosa19581,0,1.236315043
Mcavernosa19584,0,-0.079308102
Mcavernosa19598,0.070263488,0.545138844
Mcavernosa19606,0.04,-0.101330679
Mcavernosa19618,0,-1.184309393
Mcavernosa19629,0.042857143,-0.227542717
Mcavernosa32469,0.288593653,2.426507893
Mcavernosa19632,0.097432431,0.294436098
Mcavernosa19650,0.094209075,0.046528328
Mcavernosa19664,0.107332277,0.406395572
Mcavernosa00875,0.288453174,-1.302984277
Mcavernosa19680,0,-0.086934272
Mcavernosa18749,0.289398737,-2.978694977
Mcavernosa19687,0.044444444,0.065332164
Mcavernosa19690,0,0.254305821
Mcavernosa19701,0.043478261,-0.65122824
Mcavernosa19702,0.090461239,-0.171176814
Mcavernosa19703,0.121880325,-1.480995016
Mcavernosa19705,0.039134585,-0.658621916
Mcavernosa19903,0.2894383,0.562049109
Mcavernosa07048,0.289465003,-2.951706094
Mcavernosa19750,0.071032181,0.340894485
Mcavernosa19754,0.037863071,-0.000589543
Mcavernosa19805,0.044776119,-0.150958345
Mcavernosa19820,0.11150954,0.424675053
Mcavernosa19827,0.076468729,0.057612855
Mcavernosa22577,0.28947015,0.452193378
Mcavernosa19830,0,-0.240004915
Mcavernosa19833,0,-1.299332131
Mcavernosa19835,0.03583969,1.374297173
